nom_entreprise,domaine_activite,date_creation,forme_juridique,ville_siege,effectif,annee_effectif,capital,sites_internet,chiffre_affaires,resultat,annee_finances
EASY CENTER CORP CONSULTING,Édition,2017-10-02,"SAS, société par actions simplifiée",NEUILLY-SUR-SEINE,Entre 10 et 19 salariés,2022,200000,,,-456593,2020
COOPEO,Édition,2016-01-01,"EURL, entreprise unipersonnelle à responsabilité limitée",LORIENT,Entre 10 et 19 salariés,2022,8065,coopeo.fr,,59112,2022
GATHERING TOOLS,Édition,2003-07-03,"SAS, société par actions simplifiée",MALAKOFF,Entre 10 et 19 salariés,2022,137250,gathering-tools.com,,63879,2024
BLUE MIND,Édition,2010-09-01,"SAS, société par actions simplifiée",LABEGE,Entre 20 et 49 salariés,2022,337500,blog.bluemind.net,,213038,2024
APPOLONIA,Édition,2001-08-14,"SARL, société à responsabilité limitée",ANTIBES,Entre 20 et 49 salariés,2022,100000,appolonia.fr,6265300,955601,2024
MARKET PAY FINANCIAL INSTITUTIONS,Édition,2012-07-17,"SASU, société par actions simplifiée unipersonnelle",HEROUVILLE-SAINT-CLAIR,Entre 20 et 49 salariés,2022,116010,dejamobile.com,,1390469,2024
DIAL ONCE FRANCE,Édition,2015-10-12,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,1000000,"dialonce.ai, dial-once.com",3734945,157458,2023
ALPHAIOTA,Édition,2021-05-18,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2023,18723.79,"vizzia.fr, vizzia.eu",,-2486393,2024
SA TEAMNET,Édition,1986-11-03,SA à conseil d'administration (s.a.i.),PARIS,Entre 20 et 49 salariés,2022,1000000,"teamnet.fr, suipi.fr",,242873,2024
KENORA TECHNOLOGIES,Édition,2010-11-01,"SAS, société par actions simplifiée",STRASBOURG,Entre 10 et 19 salariés,2022,48760,kenora.fr,,244065,2023
ODYSSEE INFORMATIQUE,Édition,1992-09-01,"SAS, société par actions simplifiée",MALEMORT,Entre 20 et 49 salariés,2022,156000,,,623100,2024
GESCIME,Édition,2012-11-02,"SAS, société par actions simplifiée",BREST,Entre 20 et 49 salariés,2022,7500,gescime.com,,1025822,2024
VARIABLE,Édition,2012-05-01,"SAS, société par actions simplifiée",CHARENTON-LE-PONT,Entre 20 et 49 salariés,2022,800,weuplearning.com,1571560,-87594,2024
LOGIPREM-F,Édition,2011-06-22,"SAS, société par actions simplifiée",SAINT-PIERRE,Entre 20 et 49 salariés,2022,202005.1,"logipren.com, logiprem-f.fr",,1200659,2024
SCRIBE IS,Édition,1989-04-06,"SARL, société à responsabilité limitée",RENNES,Entre 10 et 19 salariés,2022,132400,scribe-is.com,1212982,51348,2024
ALISE,Édition,1992-05-27,"SAS, société par actions simplifiée",MARGUERITTES,Entre 20 et 49 salariés,2022,321686,alise.net,5397594,328523,2021
YES,Édition,1990-12-25,"SARL, société à responsabilité limitée",TOULOUSE,Entre 20 et 49 salariés,2022,144000,"yes.pt, apaxe.fr, apaxe-co.fr",938215,24789,2023
FINOPSYS,Édition,1997-07-01,"SARL, société à responsabilité limitée",FUVEAU,Entre 20 et 49 salariés,2022,150416,finopsys.fr,5436300,119009,2024
EDICIA,Édition,2003-02-01,"SAS, société par actions simplifiée",NANTES,Entre 20 et 49 salariés,2022,169323.87,"edicia.fr, edicia.odoo.com",5707764,2146478,2017
3SI,Édition,1983-11-22,"SAS, société par actions simplifiée",GUERET,Entre 20 et 49 salariés,2022,379250,3si.fr,2940055,277512,2024
SICEM SYSTEME INFORMATIQUE CLE EN MAINS,Édition,1985-07-09,"SARL, société à responsabilité limitée",ISSY-LES-MOULINEAUX,Entre 10 et 19 salariés,2022,100000,,,51725,2021
ORKIS,Édition,1990-01-01,"SAS, société par actions simplifiée",AIX-EN-PROVENCE,Entre 20 et 49 salariés,2022,100000,"orkis.com, packmairie.fr",,-981793,2024
SALAMANDRE,Édition,1994-10-11,"SASU, société par actions simplifiée unipersonnelle",TOULOUSE,Entre 20 et 49 salariés,2022,47936,salamandre.tm.fr,1692300,120845,2024
ENERGISME,Édition,2004-03-12,SA à conseil d'administration (s.a.i.),BOULOGNE-BILLANCOURT,Entre 20 et 49 salariés,2023,6371321.14,energisme.com,4832041,-3480888,2024
ORISHA HEALTHCARE FRANCE,Édition,1991-08-02,"SAS, société par actions simplifiée",VILLERS-LES-NANCY,Entre 20 et 49 salariés,2023,200000,juxta.fr,6260636,1087888,2022
QUALISTEO,Édition,2010-12-15,"SAS, société par actions simplifiée",NICE,Entre 20 et 49 salariés,2022,1000000,"qualisteo.fr, qualisteo.com",,-408267,2022
AIMSUN SARL,Édition,2011-05-13,"SARL, société à responsabilité limitée",PARIS,Entre 10 et 19 salariés,2022,10000,,868891,-494888,2024
UPCYCLEA,Édition,2016-05-30,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,58721.4,upcyclea.com,0,2766,2017
APROVALL,Édition,2008-04-07,"SAS, société par actions simplifiée",MASSY,Entre 20 et 49 salariés,2022,545444.5,"aprovall.com, e-attestations.com",12362517,2220136,2024
DIGDASH,Édition,2006-09-04,"SAS, société par actions simplifiée",FUVEAU,Entre 20 et 49 salariés,2022,50000,"content.digdash.com, digdash.com",,,
MAPADO,Édition,2012-10-15,"SAS, société par actions simplifiée",LYON 4EME,Entre 20 et 49 salariés,2022,100000,mapado.com,,156093,2023
AXIELL FRANCE,Édition,1985-03-01,"SAS, société par actions simplifiée",TOULOUSE,Entre 20 et 49 salariés,2022,17683.04,axiell.com,3033436,-498725,2024
MY KEEPER,Édition,2016-06-14,"SAS, société par actions simplifiée",LE BAR-SUR-LOUP,Entre 20 et 49 salariés,2022,15000,mykeeper.fr,,490171,2024
DAXIUM,Édition,2005-04-01,"SAS, société par actions simplifiée",CHARBONNIERES-LES-BAINS,Entre 20 et 49 salariés,2022,499660,daxium.com,3849905,93387,2024
SIXENSE DIGITAL,Édition,2015-09-23,"SASU, société par actions simplifiée unipersonnelle",RUEIL-MALMAISON,Entre 20 et 49 salariés,2022,1750000,,6005095,-3869924,2024
CECURITY.COM,Édition,2001-01-11,SA à conseil d'administration (s.a.i.),PARIS,Entre 20 et 49 salariés,2022,991624.8,"cecurity.com, cecurity.be",7085437,-512331,2024
SIS MARCHES,Édition,2004-10-28,"SAS, société par actions simplifiée",GRABELS,Entre 20 et 49 salariés,2022,500000,,,,
SELLIGENT FRANCE,Édition,1993-05-06,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,650000,,,,
GHS,Édition,1983-01-17,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,14544,,,,
SYNBIRD,Édition,2016-04-12,"SAS, société par actions simplifiée",CHAMBERY,Entre 20 et 49 salariés,2023,346145.31,,,,
AXIOME CONCEPT,Édition,2001-06-01,SA à conseil d'administration (s.a.i.),MOUANS-SARTOUX,Entre 20 et 49 salariés,2022,50000,,,,
AVENUE WEB SYSTEMES,Édition,2002-11-04,"SAS, société par actions simplifiée",GRABELS,Entre 10 et 19 salariés,2022,3125000,,,,
ELISATH,Édition,1995-09-21,"SASU, société par actions simplifiée unipersonnelle",MESSEIN,Entre 20 et 49 salariés,2022,160020,,,,
TECHNIDATA FRANCE,Édition,2001-01-30,"SAS, société par actions simplifiée",MONTBONNOT-SAINT-MARTIN,Entre 20 et 49 salariés,2022,250000,,,,
SRCI,Édition,1986-10-16,"SAS, société par actions simplifiée",CHARTRES,Entre 20 et 49 salariés,2022,200000,,,,
PTV FRANCE,Édition,1993-12-20,"SAS, société par actions simplifiée",COURBEVOIE,Entre 20 et 49 salariés,2022,1050000,,,,
DATALUMNI,Édition,2019-09-24,"SAS, société par actions simplifiée",ANNECY,Entre 10 et 19 salariés,2022,10000,,,,
LRV LA ROUE VERTE,Édition,2007-02-22,"SAS, société par actions simplifiée",GRENOBLE,Entre 20 et 49 salariés,2022,23073.6,,,,
BUZZEE FRANCE,Édition,1996-12-19,"SARL, société à responsabilité limitée",PUTEAUX,Entre 10 et 19 salariés,2023,101160,,,,
CONVIVIANCE,Édition,2006-07-01,"SAS, société par actions simplifiée",GUIGNEVILLE-SUR-ESSONNE,Entre 10 et 19 salariés,2022,70100,,,,
REDLOG,Édition,2015-11-16,"SASU, société par actions simplifiée unipersonnelle",BOULOGNE-BILLANCOURT,Entre 10 et 19 salariés,2022,32053,,,,
METROSCOPE,Édition,2014-12-17,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,2182649.35,,,,
MYTOWER,Édition,2018-10-25,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,2134330,,,,
MADEFORMED,Édition,2014-09-05,"SAS, société par actions simplifiée",MARSEILLE,Entre 10 et 19 salariés,2022,23529,,,,
CLARILOG FRANCE,Édition,2011-11-24,"SASU, société par actions simplifiée unipersonnelle",SAINT-QUENTIN,Entre 20 et 49 salariés,2022,262500,,,,
CISA INFORMATIQUE,Édition,1986-03-28,"SAS, société par actions simplifiée",BOURG-EN-BRESSE,Entre 20 et 49 salariés,2022,519460,,,,
TV PAINT DEVELOPPEMENT,Édition,1997-08-01,"SARL, société à responsabilité limitée",METZ,Entre 10 et 19 salariés,2022,41500,,,,
EDULIB,Édition,2013-04-01,Société en nom collectif,PARIS 15,Entre 10 et 19 salariés,2022,500000,,,,
FLUREE EMEA,Édition,1999-05-15,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,720053,,,,
SYNCHRONOSS TECHNOLOGIES FRANCE,Édition,2003-04-01,"SAS, société par actions simplifiée",MARSEILLE,Entre 10 et 19 salariés,2022,3083058,,,,
VIANEO,Édition,2008-06-07,"SAS, société par actions simplifiée",VALBONNE,Entre 10 et 19 salariés,2022,91903.8,,,,
TECHNILOG,Édition,1985-03-06,SA à conseil d'administration (s.a.i.),SAINT-REMY-LES-CHEVREUSE,Entre 10 et 19 salariés,2022,305691.09,,,,
FRUITION SCIENCES,Édition,2009-01-26,"SAS, société par actions simplifiée",MONTPELLIER,Entre 10 et 19 salariés,2022,54236.44,,,,
FACYLE,Édition,2006-07-01,"SAS, société par actions simplifiée",TOULOUSE,Entre 20 et 49 salariés,2022,179180,,,,
BEELDI,Édition,2017-11-09,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,22116.04,,,,
COMMERCETOOLS FRANCE SAS,Édition,2022-09-01,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,15000,,,,
TIE KINETIX,Édition,1996-04-01,"SAS, société par actions simplifiée",CASTELNAU-LE-LEZ,Entre 10 et 19 salariés,2022,38130,,,,
QUALITE INFORMATIQUE,Édition,1989-03-15,"SAS, société par actions simplifiée",PLOUMAGOAR,Entre 10 et 19 salariés,2022,108000,,,,
SAFICARD,Édition,1999-04-20,SA à conseil d'administration (s.a.i.),BAGNOLET,Entre 20 et 49 salariés,2022,53313,,,,
CARTONET,Édition,2002-01-30,"SAS, société par actions simplifiée",CACHAN,Entre 10 et 19 salariés,2022,40000,,,,
PRELUDD PAYMENT SERVICES,Édition,2016-10-06,"SAS, société par actions simplifiée",BLAGNAC,Entre 20 et 49 salariés,2022,56250.4,,,,
STEEL PROJECTS FRANCE,Édition,1994-02-03,"SAS, société par actions simplifiée",VIENNE,Entre 20 et 49 salariés,2022,100000,,,,
SILVACO FRANCE,Édition,2005-10-25,"SAS, société par actions simplifiée",MONTBONNOT-SAINT-MARTIN,Entre 20 et 49 salariés,2022,964000,,,,
EIKOSIM,Édition,2016-07-27,SA à conseil d'administration (s.a.i.),MONTROUGE,Entre 10 et 19 salariés,2022,48499.65,,,,
ASK LOCALA,Édition,2011-08-23,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,1709500,,,,
BLACKNUT,Édition,2016-01-15,"SAS, société par actions simplifiée",CESSON-SEVIGNE,Entre 20 et 49 salariés,2023,57234.2,,,,
ACHATPUBLIC.COM,Édition,2003-03-21,"SASU, société par actions simplifiée unipersonnelle",GENTILLY,Entre 20 et 49 salariés,2022,4295590.88,,,,
3D SOFT,Édition,1994-01-20,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,515159.04,,,,
AIDIMPACT,Édition,2006-05-10,"SAS, société par actions simplifiée",TOULOUSE,Entre 10 et 19 salariés,2022,102050,,,,
MUZZO,Édition,2020-11-11,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,20875,,,,
MSI 2000,Édition,1999-12-01,"SAS, société par actions simplifiée",SAINT-ETIENNE-DU-ROUVRAY,Entre 10 et 19 salariés,2022,200000,,,,
CN FILMS,Édition,2003-07-15,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,96880,,,,
STG LABS ACCEDIAN FRANCE,Édition,2004-04-13,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 20 et 49 salariés,2022,209100,,,,
LK-SYSTEM,Édition,2019-01-21,"SAS, société par actions simplifiée",CRETEIL,Entre 10 et 19 salariés,2022,1000,,,,
FTEL EDITION,Édition,2014-03-26,"SAS, société par actions simplifiée",ROUEN,Entre 20 et 49 salariés,2022,20000,,,,
VEGA INFORMATIQUE,Édition,1985-01-19,"SAS, société par actions simplifiée",VIROFLAY,Entre 10 et 19 salariés,2022,500000,,,,
SKAPANE S.A.S.,Édition,2015-03-15,"SAS, société par actions simplifiée",LILLE,Entre 20 et 49 salariés,2022,200232,,,,
IDEALYS,Édition,2015-01-30,"SAS, société par actions simplifiée",MONTPELLIER,Entre 10 et 19 salariés,2022,1333334,,,,
LOKOA,Édition,2002-07-01,"SARL, société à responsabilité limitée",CHAMALIERES,Entre 10 et 19 salariés,2022,158400,,,,
MOBEN & ROOSTER,Édition,2016-08-04,"SAS, société par actions simplifiée",MARSEILLE,Entre 20 et 49 salariés,2022,106420,,,,
LEGITBEE,Édition,2020-10-06,"SAS, société par actions simplifiée",LILLE,Entre 10 et 19 salariés,2022,76002,,,,
PERSISTANT STUDIOS,Édition,2005-01-24,"SARL, société à responsabilité limitée",PARIS,Entre 20 et 49 salariés,2022,100000,,,,
OPLIT,Édition,2020-08-05,"SAS, société par actions simplifiée",BOULOGNE-BILLANCOURT,Entre 10 et 19 salariés,2022,1683.3,,,,
ARTIBOX,Édition,2016-10-24,"SAS, société par actions simplifiée",COLLEGIEN,Entre 10 et 19 salariés,2022,21861,,,,
METRIXWARE,Édition,1995-07-13,"SAS, société par actions simplifiée",VIVONNE,Entre 10 et 19 salariés,2022,714089,,,,
C6,Édition,2005-04-19,"SAS, société par actions simplifiée",PEROLS,Entre 10 et 19 salariés,2022,150000,,,,
ICM SERVICES,Édition,2008-04-07,"SARL, société à responsabilité limitée",CASTANET-TOLOSAN,Entre 10 et 19 salariés,2022,12000,,,,
GESTIBASE,Édition,2005-01-17,"SARL, société à responsabilité limitée",PLOUHARNEL,Entre 10 et 19 salariés,2022,5000,,,,
BATVOICE TECHNOLOGIES,Édition,2015-01-01,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,30600,,,,
TOLTECK,Édition,2016-06-06,"SAS, société par actions simplifiée",COURBEVOIE,Entre 10 et 19 salariés,2022,30000,,,,
SELDON.FIN SAS,Édition,2000-10-01,"SAS, société par actions simplifiée",BIDART,Entre 20 et 49 salariés,2022,245000,,,,
HIGH DESIGN TECHNOLOGY - HD TECHNOLOGY,Édition,1993-04-05,"SASU, société par actions simplifiée unipersonnelle",BRON,Entre 10 et 19 salariés,2022,100000,,,,
TECH RESEARCH,Édition,2004-07-15,"SAS, société par actions simplifiée",ENTRELACS,Entre 10 et 19 salariés,2022,40000,,,,
LEANCO,Édition,2017-10-10,"SAS, société par actions simplifiée",NANTES,Entre 10 et 19 salariés,2022,154961,,,,
PLUG'HEUR,Édition,2019-08-02,"SAS, société par actions simplifiée",BORDEAUX,Entre 10 et 19 salariés,2022,1811,,,,
LIBEL,Édition,1996-09-01,"SAS, société par actions simplifiée",LYON,Entre 10 et 19 salariés,2022,160000,,,,
MAGMA TECHNOLOGY,Édition,2018-04-10,"SAS, société par actions simplifiée",PARIS,Entre 10 et 19 salariés,2022,18774,,,,
SIRAP,Édition,1979-01-01,"SAS, société par actions simplifiée",ROMANS-SUR-ISERE,Entre 20 et 49 salariés,2022,91070,,,,
PROTHESIS DENTAL SOLUTIONS,Édition,1989-10-01,"SAS, société par actions simplifiée",GRABELS,Entre 10 et 19 salariés,2022,28429.72,,,,
GO2CAM FRANCE,Édition,2012-10-10,"SAS, société par actions simplifiée",LYON,Entre 10 et 19 salariés,2022,80000,,,,
KEYLOOP (FRANCE) SAS,Édition,1957-01-01,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,884204.3,,,,
PLEO TECHNOLOGIES,Édition,2022-03-16,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,50000,,,,
W6D WILDCARD,Édition,2019-10-08,"SAS, société par actions simplifiée",CRETEIL,Entre 20 et 49 salariés,2022,14288,,,,
NEXEDI,Édition,2001-10-01,SA à conseil d'administration (s.a.i.),LA MADELEINE,Entre 20 et 49 salariés,2022,338680,,,,
HAUTE DEFINITION,Édition,1991-01-02,"SARL, société à responsabilité limitée",ECULLY,Entre 10 et 19 salariés,2022,12699,,,,
SECUTIX,Édition,2006-07-01,SA à conseil d'administration (s.a.i.),PARIS,Entre 10 et 19 salariés,2023,75000,,,,
URBAN SCIENCE FRANCE,Édition,2005-04-01,"SARL, société à responsabilité limitée",SAINT-GERMAIN-EN-LAYE,Entre 10 et 19 salariés,2022,5000,,,,
METAMICRO,Édition,1995-06-01,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,37000,,,,
INTEGO,Édition,1997-10-01,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,204230.4,,,,
STREAMWIDE,Édition,2001-01-01,SA à conseil d'administration (s.a.i.),PARIS,Entre 10 et 19 salariés,2022,280480.7,,,,
OCTIPAS,Édition,2010-07-22,"SAS, société par actions simplifiée",PEROLS,Entre 20 et 49 salariés,2022,177060,,,,
EKILOG,Édition,2010-08-02,"SAS, société par actions simplifiée",SACLAY,Entre 10 et 19 salariés,2022,55470,,,,
TER'INFORMATIQUE,Édition,2000-10-18,"SAS, société par actions simplifiée",REIMS,Entre 20 et 49 salariés,2022,238500,,,,
SIATEL,Édition,1983-09-01,"SAS, société par actions simplifiée",ASNIERES-SUR-SEINE,Entre 10 et 19 salariés,2022,762245.09,,,,
EPAY DIGITAL SAS,Édition,2011-06-15,"SAS, société par actions simplifiée",GENNEVILLIERS,Entre 10 et 19 salariés,2022,846980,,,,
RADIOSHOP,Édition,2005-11-01,"SAS, société par actions simplifiée",SAINT-JEAN-DE-VEDAS,Entre 20 et 49 salariés,2022,1000000,,,,
WEGLOT,Édition,2016-02-03,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,1443.96,,,,
ARONDOR SOFTWARE,Édition,2021-01-01,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2022,61703,,,,
GALION SOLUTIONS,Édition,2003-03-11,"SAS, société par actions simplifiée",VILLENEUVE-D'ASCQ,Entre 10 et 19 salariés,2022,140000,,,,
GROUPE WELL,Édition,2019-03-25,"SAS, société par actions simplifiée",PARIS,Entre 20 et 49 salariés,2023,6276.22,,,,
DIGITICA,Édition,2015-01-09,"SAS, société par actions simplifiée",BALMA,Entre 20 et 49 salariés,2022,62897,,,,
OOTARY,Édition,2017-02-01,"SAS, société par actions simplifiée",ROUFFACH,Entre 20 et 49 salariés,2022,50000,,,,
INFOVAB,Édition,2001-12-01,"SAS, société par actions simplifiée",EYSINES,Entre 10 et 19 salariés,2022,40000,,,,
INFODREAM,Édition,1989-09-04,"SAS, société par actions simplifiée",AIX-LES-BAINS,Entre 20 et 49 salariés,2022,80000,,,,
3D AT HOME,Édition,2006-03-09,"SARL, société à responsabilité limitée",MONTREUIL-JUIGNE,Entre 10 et 19 salariés,2022,12000,,,,
MYSOFT,Édition,1994-02-09,"SARL, société à responsabilité limitée",PARIS,Entre 10 et 19 salariés,2022,16000,,,,
KLEE STUDIO,Édition,1994-04-18,"SAS, société par actions simplifiée",LE MANS,Entre 10 et 19 salariés,2022,192000,,,,
COGILOG SAS,Édition,2017-11-13,"SAS, société par actions simplifiée",BLAGNAC,Entre 10 et 19 salariés,2022,1000000,,,,
SEEDLEGALS,Édition,2020-05-05,"SASU, société par actions simplifiée unipersonnelle",PARIS,Entre 10 et 19 salariés,2022,100,,,,
MEDIABAT,Édition,2004-10-01,"SARL, société à responsabilité limitée",MONTPELLIER,Entre 10 et 19 salariés,2022,90126,,,,
SPARK ARCHIVES,Édition,2012-06-20,"SAS, société par actions simplifiée",LE PLESSIS ROBINSON,Entre 20 et 49 salariés,2022,2500000,,,,
DOCDOKU,Édition,2006-10-10,"SARL, société à responsabilité limitée",TOULOUSE,Entre 10 et 19 salariés,2022,150000,,,,
GENERALIZED RETRIEVAL OF ATMOSPHERE AND SURFACE PROPERTIES EN ABREGE GRASP,Édition,2015-02-06,"SAS, société par actions simplifiée",LILLE,Entre 10 et 19 salariés,2022,45500,,,,
I&T INNOVATION&TRUST FRANCE,Édition,1989-09-08,"SAS, société par actions simplifiée",BOULOGNE-BILLANCOURT,Entre 20 et 49 salariés,2022,435800,,,,
AXONEPRO,Édition,2017-12-18,"SAS, société par actions simplifiée",MEUDON,Entre 10 et 19 salariés,2022,5912,,,,
APLICIT,Édition,2006-05-24,"SASU, société par actions simplifiée unipersonnelle",LYON,Entre 20 et 49 salariés,2022,979200,,,,
KADENSIS,Édition,2020-01-13,"SAS, société par actions simplifiée",BOULOGNE-BILLANCOURT,Entre 10 et 19 salariés,2022,44050000,,,,
ALGOO,Édition,2015-02-19,"SASU, société par actions simplifiée unipersonnelle",MOIRANS,Entre 10 et 19 salariés,2022,3000,,,,
